BUSCA;Resultado Esperado;RSLP;ACRSLP;FPRSLP;FNRSLP;F1RSLP;SNOW;ACSNOW;FPSNOW;FNSNOW;F1SNOW;CHAVESOUNDEX;ACCHAVESOUNDEX;FPCHAVESOUNDEX;FNCHAVESOUNDEX;F1CHAVESOUNDEX;BUSCABR_SEM_VOGAL;ACBUSCABRSV;FPBUSCABRSV;FNBUSCABRSV;F1BUSCABRSV;BUSCABR;ACBUSCABR;FPBUSCABR;FNBUSCABR;F1BUSCABR;METAPHONEBR;ACMETAPHONEBR;FPMETAPHONEBR;FNMETAPHONEBR;F1METAPHONEBR;ROBERTO;ACROBERTO;FPROBERTO;FNROBERTO;F1ROBERTO;BAGGING;ACBAGG;FPBAGG;FNBAGG;F1BAGG
ODILIA;ODILA, ODILAR, ODILIA,ODELIA;[ODILA, ODILAR, ODILIA];1;2;3;0.285714285714;[ODILA, ODILAR, ODILIA];1;2;3;0.285714285714;[ODELIO, ODILA, ODILIA, ODILIO, OTILIA, OTILIO];1;5;3;0.2;[ADALRI, ADAURI, ADELAR, ADELIA, ADELOR, ADILA, ADILAR, ADILIA, ADILIO, ADILO, ADRIELE, AEDILA, AUDALIO, DALCI, DALILA, DARI, DARIO, DARLAN, DARLE, DARLY, DARY, DAURO, DEILI, DELAIR, DELCI, DELCY, DELIO, DELIRA, DELY, DEODORO, DERIA, DERIO, DERLI, DERLY, DEROCI, DILCE, DIRACY, DIRAEL, DIRAN, DIRLAND, DOLORA, DOLORES, DORACI, DORACY, DORALICE, DORIO, DUILIO, DULCE, EDERLY, EDILA, EDILEA, EDILIA, EDILIO, EDRON, IDALICE, IDALIO, IDELOND, IDERIA, ODELIO, ODELYR, ODILA, ODILAR, ODILIA, ODILIO, ODILON];1;64;3;0.0289855072464;[ODILIA];0;1;4;0.0;[ODELIO, ODILA, ODILIA, ODILIO];1;3;3;0.25;[ADELIA, ADILIA, EDILEA, EDILIA, ODILIA];0;5;4;0.0;[ODILIA];0;1;4;0.0
OLAVO;OLAVIO, OLAVO, OLIVIO;[OLAVIA, OLAVO];0;2;3;0.0;[OLAVIA, OLAVO];0;2;3;0.0;[OLAVIA, OLAVIO, OLAVO, OLIVIA, OLIVIO];1;4;2;0.25;[ALVES, ALVIM, ELVES, ELVIO, HARVEY, HELVIO, HERVAL, LEVI, LEVY, LIVIO, LORIVAL, LOURIVAL, OLAVIA, OLAVIO, OLAVO, OLIVAL, OLIVIA, OLIVIO, ORIVAL, RIVAIL];1;19;2;0.0869565217391;[OLAVO];0;1;3;0.0;[OLAVIA, OLAVIO, OLAVO, OLIVIA, OLIVIO];1;4;2;0.25;[OLAVO];0;1;3;0.0;[OLAVO];0;1;3;0.0
OLIVEIRO;OLIVEIRO,OLIVERIO;[OLIVAL, OLIVEIRO, OLIVIA];1;2;1;0.4;[OLIVEIRO];1;0;1;0.666666666667;[OLIVEIRO, OLIVERIO];2;0;0;1.0;[ALVARO, ELVIRA, ELVIRO, OLIVEIRO, OLIVERIO];2;3;0;0.571428571429;[OLIVEIRO];1;0;1;0.666666666667;[OLIVEIRO, OLIVERIO];2;0;0;1.0;[ELVIRO, OLIVEIRO];1;1;1;0.5;[OLIVEIRO];1;0;1;0.666666666667
ONESIMO;ONESIMO,ONEZIMO;[ONESIMO];1;0;1;0.666666666667;[ONESIMO];1;0;1;0.666666666667;[ONESIMO, ONEZIMO];2;0;0;1.0;[MARCIANO, MAXIMIANO, MAXIMO, MERCINA, NORMA, NORMAN, NORMANDES, NORMANDO, NORMINA, NORMINDO, ONESIMO, ONEZIMO];2;10;0;0.285714285714;[ONESIMO, ONEZIMO];2;0;0;1.0;[ONESIMO, ONEZIMO];2;0;0;1.0;[ONESIMO, ONEZIMO];2;0;0;1.0;[ONESIMO, ONEZIMO];2;0;0;1.0
ORESTE;ORESTE,ORESTES;[ORESTE, ORESTES];2;0;0;1.0;[ORESTE, ORESTES];2;0;0;1.0;[ORESTE];1;0;1;0.666666666667;[ALEILTON, ALERTON, ALILTON, ARILTO, ARILTON, ARIOSTO, ARISTEU, ARISTON, ARLETE, ARLETH, ARLETTE, ARYETHI, ARYLTON, AURITO, ELIETE, ELITA, ELITO, ELYETTE, ERASTO, ERLITO, HUELITON, LAERT, LAERTE, LAIRTON, LAURITA, LAURITO, LOESTER, ORESTE, ORESTES, RITA, ROLISTOM, RUTE, RUTH, RUTHE];2;32;0;0.111111111111;[ORESTE, ORESTES];2;0;0;1.0;[ORESTE];1;0;1;0.666666666667;[ORESTE];1;0;1;0.666666666667;[ORESTE];1;0;1;0.666666666667
OSEIAS;OSEIAS,OSEAS,OZEAS,OZIAS;[OSEAS, OSEIAS];2;0;2;0.666666666667;[OSEAS, OSEIAS];2;0;2;0.666666666667;[OSEAS, OSEIAS, OZAIAS, OZEAS, OZIAS];4;1;0;0.888888888889;[ACIR, AECIO, ASSIS, AZIS, AZIZ, AZIZA, CECY, CERSON, CESAR, CEZAR, ECIO, EUZI, EZIO, IACYN, ISA, ISAIAS, ISE, IZA, IZAIAS, IZO, OSEAS, OSEIAS, OZAIAS, OZEAS, OZIAS, SAUL, XERXES, YASUO, ZIEL, ZIZO];4;26;0;0.235294117647;[OSEIAS];1;0;3;0.4;[OSEAS, OSEIAS, OZAIAS, OZEAS, OZIAS];4;1;0;0.888888888889;[ISAIAS, IZAIAS, OSEIAS, OZAIAS];1;3;3;0.25;[OSEIAS, OZAIAS];1;1;3;0.333333333333
OSVALDINO;OSVALDINO,OSWALDINO;[OSVALDINA, OSVALDINO];1;1;1;0.5;[OSVALDINA, OSVALDINO];1;1;1;0.5;[OSVALDINA, OSVALDINO];1;1;1;0.5;[OSVALDINA, OSVALDINO, OSWALDINO];2;1;0;0.8;[OSVALDINO, OSWALDINO];2;0;0;1.0;[OSVALDINA, OSVALDINO];1;1;1;0.5;[OSVALDINO, OSWALDINO];2;0;0;1.0;[OSVALDINO, OSWALDINO];2;0;0;1.0
OSWALDO;OSWALDO,OSVALDO;[OSWALDO];1;0;1;0.666666666667;[OSWALDO];1;0;1;0.666666666667;[OSWALDO];1;0;1;0.666666666667;[OSVALDO, OSWALDO];2;0;0;1.0;[OSVALDO, OSWALDO];2;0;0;1.0;[OSWALDO];1;0;1;0.666666666667;[OSVALDO, OSWALDO];2;0;0;1.0;[OSWALDO, OSVALDO];2;0;0;1.0
OTAVIO;OTAVIO,OCTAVIO;[OTAVIANA, OTAVIO];1;1;1;0.5;[OTAVIO];1;0;1;0.666666666667;[OTAVIO];1;0;1;0.666666666667;[ALTEVIR, ALTIVO, ESTEVAM, ESTEVAO, OCTAVIO, OTAVIO];2;4;0;0.5;[OCTAVIO, OTAVIO];2;0;0;1.0;[OCTAVIO, OTAVIO];2;0;0;1.0;[OTAVIO];1;0;1;0.666666666667;[OTAVIO, OCTAVIO];2;0;0;1.0
ORMI;ORMI, ORMY, OSMIR;[ORMEU, ORMI, ORMINDO];1;2;2;0.333333333333;[ORMI];1;0;2;0.5;[ORANEI, ORENI, ORION, ORMEU, ORMI, ORMY];1;5;2;0.222222222222;[ACIONE, ACIONIL, ARMANDO, ARMENI, ARMENIA, ARMINDA, ARMINDO, ASCENDINO, AZEMAR, CEMI, CENY, CEOMAR, CEOMY, ERMINDA, ERMINIO, ERMY, EUSIMAR, HERMES, HERMINDA, HERMINIA, HERMINIO, HOSANA, HOSANAH, ISMAEL, ISMAIL, ISMAR, ORCINA, ORMANDINA, ORMEU, ORMI, ORMINDO, ORMY, ORSINO, OSMAN, OSMAR, OSMIR, SAMIR, SAMUEL, SANDER, SANDI, SCHENA, SIMAO, SIMEAO, SINAIR, SONIA, SORMANE, SUZANA, YOSHIMI, ZAUNIR, ZENAIR, ZENI, ZENO, ZENON, ZENOR, ZIMAR];1;54;2;0.0344827586207;[ORMI, ORMY, OSMIR];1;2;2;0.333333333333;[ORION, ORMI, ORMY];1;2;2;0.333333333333;[ORMI, ORMY];1;1;2;0.4;[ORMY, ORMI];1;1;2;0.4
OTILIA;OTILIA,OCTILIA;[OTILIA];1;0;1;0.666666666667;[OTILIA];1;0;1;0.666666666667;[ODELIO, ODILA, ODILIA, ODILIO, OTILIA, OTILIO];1;5;1;0.25;[ASTERIO, ATILA, ATILIO, ESTELA, EUSTELA, ITALO, OCTILIA, ORTILEU, OTILIA, OTILIO, STELA, STELLA, TULEUS, TULIO];2;12;0;0.25;[OCTILIA, OTILIA];2;0;0;1.0;[OCTILIA, OTILIA, OTILIO];2;1;0;0.8;[OTILIA];1;0;1;0.666666666667;[OTILIA, OCTILIA];2;0;0;1.0
PALMIRA;PALMIRA,PALMYRA;[PALMIRA];1;0;1;0.666666666667;[PALMIRA];1;0;1;0.666666666667;[PALMIRA, PALMYRA];2;0;0;1.0;[PALMIRA, PALMYRA];2;0;0;1.0;[PALMIRA, PALMYRA];2;0;0;1.0;[PALMIRA, PALMYRA];2;0;0;1.0;[PALMIRA, PALMYRA];2;0;0;1.0;[PALMIRA, PALMYRA];2;0;0;1.0
PERICLES;PERICLES,PERECLES,PERYCLES;[PERICLES];1;0;2;0.5;[PERICLES];1;0;2;0.5;[PERECLES, PERICLES, PERYCLES];3;0;0;1.0;[PERECLES, PERICLES, PERYCLES];3;0;0;1.0;[PERICLES, PERYCLES];2;0;1;0.8;[PERECLES, PERICLES, PERYCLES];3;0;0;1.0;[PERECLES, PERICLES, PERYCLES];3;0;0;1.0;[PERICLES, PERYCLES, PERECLES];3;0;0;1.0
RAFAEL;RAPHAEL,RAFAEL;[RAFAEL];1;0;1;0.666666666667;[RAFAEL];1;0;1;0.666666666667;[RAFAEL, RAFAELLA, RAPHAEL, RIVAIL];2;2;0;0.666666666667;[ALFA, ALFEU, RAFAEL, RALPH, RAPHAEL];2;3;0;0.571428571429;[RAFAEL, RAPHAEL];2;0;0;1.0;[RAFAEL];1;0;1;0.666666666667;[RAFAEL, RAPHAEL];2;0;0;1.0;[RAPHAEL, RAFAEL];2;0;0;1.0
RAIMUNDO;RAYMUNDO,RAIMUNDO;[RAIMUNDA, RAIMUNDO];1;1;1;0.5;[RAIMUNDA, RAIMUNDO];1;1;1;0.5;[RAIMUNDA, RAIMUNDO, RAYMUNDA, RAYMUNDO, RENATA, RENATO];2;4;0;0.5;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];2;128;0;0.030303030303;[RAIMUNDO, RAYMUNDO];2;0;0;1.0;[HERMINDA, RAIMUNDA, RAIMUNDO, RAYMUNDA, RAYMUNDO];2;3;0;0.571428571429;[RAIMUNDO, RAYMUNDO];2;0;0;1.0;[RAYMUNDO, RAIMUNDO];2;0;0;1.0
RANIERE;RANIERE, RAYNIERE;[RANIERE];1;0;1;0.666666666667;[RANIERE];1;0;1;0.666666666667;[RAIMER, RAMIRO, RANIERE, RAYMAR, RAYNIERE, ROMARIO, ROMERO];1;6;1;0.222222222222;[ALIMIALI, ALMIRO, ELEONORA, ELMIRO, LANDRI, LEANDRA, LEANDRO, LIANDRO, LIMARIO, LINDAURA, LINDINAURA, LINDONARIA, ORNELIA, RAMIRO, RANIERE, RAYNIERE, ROMARIO, ROMERO, ROMULO, RONDINELE, RONDINELY];1;20;1;0.0869565217391;[RANIERE];1;0;1;0.666666666667;[RANIERE, RAYNIERE];1;1;1;0.5;[RANIERE];1;0;1;0.666666666667;[RANIERE];1;0;1;0.666666666667
RANULFO;RANULFO,RANULPHO;[RANULFO];1;0;1;0.666666666667;[RANULFO];1;0;1;0.666666666667;[RANULFO, RANULPHO];2;0;0;1.0;[LINDOLPHO, RANDOLFO, RANULFO, RANULPHO];2;2;0;0.666666666667;[RANULFO, RANULPHO];2;0;0;1.0;[RANULFO];1;0;1;0.666666666667;[RANULFO, RANULPHO];2;0;0;1.0;[RANULFO, RANULPHO];2;0;0;1.0
RENE;RENE,RENI;[RENE, RENI];2;0;0;1.0;[RENE, RENI];2;0;0;1.0;[RAMON, REMINIO, RENAN, RENE, RENI, ROMANA, ROMEU, ROMIN, RONE, RONEY, RONY];2;9;0;0.307692307692;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];2;128;0;0.030303030303;[RENE];1;0;1;0.666666666667;[RENE, RENI, RONE, RONEY, RONY];2;3;0;0.571428571429;[RENE, RENI];2;0;0;1.0;[RENE, RENI];2;0;0;1.0
ROBERTO;ROBERTO,ROBERT;[ROBERT, ROBERTO];2;0;0;1.0;[ROBERT, ROBERTO];2;0;0;1.0;[ROBERT, ROBERTO];2;0;0;1.0;[ALBERTO, ARIBERTO, HERIBERTO, ROBERT, ROBERTO];2;3;0;0.571428571429;[ROBERTO];1;0;1;0.666666666667;[HERIBERTO, ROBERT, ROBERTO];2;1;0;0.8;[ARIBERTO, ROBERTO];1;1;1;0.5;[ROBERTO];1;0;1;0.666666666667
ROBERVAL;ROBERVAL, RUBERVAL;[ROBERVAL];1;0;1;0.666666666667;[ROBERVAL];1;0;1;0.666666666667;[ROBERVAL, RUBERVAL];1;1;1;0.5;[ROBERVAL, RUBERVAL];1;1;1;0.5;[ROBERVAL];1;0;1;0.666666666667;[ROBERVAL, RUBERVAL];1;1;1;0.5;[ROBERVAL, RUBERVAL];1;1;1;0.5;[RUBERVAL, ROBERVAL];1;1;1;0.5
ROBSON;ROBSON,ROBINSON;[ROBSON];1;0;1;0.666666666667;[ROBSON];1;0;1;0.666666666667;[ROBSON];1;0;1;0.666666666667;[ROBESIO, ROBSON];1;1;1;0.5;[ROBSON];1;0;1;0.666666666667;[ROBSON];1;0;1;0.666666666667;[ROBSON];1;0;1;0.666666666667;[ROBSON];1;0;1;0.666666666667
RODNEY;RODINI, RODNEY;[RODNEY];0;1;2;0.0;[RODNEY];0;1;2;0.0;[RODINI, RODNEY, RUTHINEIA];1;2;1;0.4;[ALDEMAR, ALDEMIR, ALDHEMAR, ALDINEA, ARIADNE, ELIDIMAR, ERDNEI, LAUDINO, LIDIANE, RODINI, RODNEY];1;10;1;0.153846153846;[RODNEY];0;1;2;0.0;[RODINI, RODNEY];1;1;1;0.5;[RODNEY];0;1;2;0.0;[RODNEY];0;1;2;0.0
RODOLFO;RUDOLFO,RODOLFO;[RODOLFO];1;0;1;0.666666666667;[RODOLFO];1;0;1;0.666666666667;[RODOLFO, RUDOLFO];2;0;0;1.0;[RODOLFO, RUDOLFO];2;0;0;1.0;[RODOLFO];1;0;1;0.666666666667;[RODOLFO, RUDOLFO];2;0;0;1.0;[RODOLFO, RUDOLFO];2;0;0;1.0;[RODOLFO, RUDOLFO];2;0;0;1.0
RONALDO;RONALD,RONALDO;[RONALD, RONALDO];2;0;0;1.0;[RONALD, RONALDO];2;0;0;1.0;[REINALDO, RENAULT, RENILDE, REYNALDO, ROMILDA, ROMILDO, ROMUALDO, RONALD, RONALDO, RONILDO];2;8;0;0.333333333333;[ARNALDO, ARNOLDO, ERENILDE, ERONILDE, HEREMILDO, LENILDA, LEONARDO, LEONILDA, REINALDO, RENILDE, REYNALDO, ROMILDA, ROMILDO, ROMUALDO, RONALD, RONALDO, RONILDO];2;15;0;0.210526315789;[RONALDO];1;0;1;0.666666666667;[REINALDO, RENILDE, REYNALDO, RONALD, RONALDO, RONILDO];2;4;0;0.5;[ARNALDO, ARNOLDO, REINALDO, REYNALDO, RONALDO, RONILDO];1;5;1;0.25;[RONALDO, REYNALDO, RONILDO, REINALDO];1;3;1;0.333333333333
RONDINELE;RONDINELE,RONDINELY;[RONDINELE];1;0;1;0.666666666667;[RONDINELE];1;0;1;0.666666666667;[RONDINELE, RONDINELY];2;0;0;1.0;[ALIMIALI, ALMIRO, ELEONORA, ELMIRO, LANDRI, LEANDRA, LEANDRO, LIANDRO, LIMARIO, LINDAURA, LINDINAURA, LINDONARIA, ORNELIA, RAMIRO, RANIERE, RAYNIERE, ROMARIO, ROMERO, ROMULO, RONDINELE, RONDINELY];2;19;0;0.173913043478;[RONDINELE];1;0;1;0.666666666667;[RONDINELE, RONDINELY];2;0;0;1.0;[RONDINELE];1;0;1;0.666666666667;[RONDINELE];1;0;1;0.666666666667
RONILTON;RONILTON,ROMILTON;[RONILTON];1;0;1;0.666666666667;[RONILTON];1;0;1;0.666666666667;[ROMILTON, RONAILTOM, RONILTON];2;1;0;0.8;[ELENITA, ELINETE, EREMITA, ERENITA, ERINETI, ERNESTO, HELMUT, HERENITA, HERONILTON, LENITA, OLINTA, OLINTO, ORIENTE, RENATA, RENATO, RENAULT, ROMILTON, RONAILTOM, RONILTON, RONOTIR];2;18;0;0.181818181818;[ROMILTON, RONILTON];2;0;0;1.0;[HERONILTON, RONAILTOM, RONILTON];1;2;1;0.4;[RONILTON];1;0;1;0.666666666667;[RONILTON];1;0;1;0.666666666667
RONY;RONE, RONEY, RONY;[RONY];0;1;3;0.0;[RONY];0;1;3;0.0;[RAMON, REMINIO, RENAN, RENE, RENI, ROMANA, ROMEU, ROMIN, RONE, RONEY, RONY];1;10;2;0.142857142857;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];1;129;2;0.015037593985;[ROMIN, RONY];0;2;3;0.0;[RENE, RENI, RONE, RONEY, RONY];1;4;2;0.25;[RONE, RONEY, RONY];1;2;2;0.333333333333;[RONE, RONEY, RONY];1;2;2;0.333333333333
ROSA;ROSA, ROZA;[ROSA];1;0;1;0.666666666667;[ROSA];1;0;1;0.666666666667;[RAISSA, ROQUE, ROSA, ROZA];1;3;1;0.333333333333;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];1;84;1;0.0229885057471;[ROSA, ROZA];1;1;1;0.5;[ROSA, ROZA];1;1;1;0.5;[ROSA, ROZA];1;1;1;0.5;[ROZA, ROSA];1;1;1;0.5
ROSANE;ROSAINE,ROSANE, ROSANI;[ROSANA, ROSANE, ROSANI];1;2;2;0.333333333333;[ROSANA, ROSANE, ROSANI];1;2;2;0.333333333333;[RACINE, REGINA, REGINO, REJANE, ROSAINE, ROSANA, ROSANE, ROSANI, ROSEANA, ROZINA];2;8;1;0.307692307692;[ALCIMAR, ALCINA, ALCINEO, ALCINO, ALCIONEU, ALEXINA, ALEXSANDER, ALZENIR, ELCIONIR, ELZIMAR, ERASMO, ERICINA, ILERMINES, ILZENI, IRACEMA, LICINIO, LUCIANO, LUCIENE, LUCIMAR, LUCINDA, LUCINEA, LUZEMIR, LUZIENE, LUZIMAR, ORACINIO, OREZINA, RACINE, ROSAINE, ROSANA, ROSANE, ROSANI, ROSEANA, ROSIMOND, ROZINA];2;32;1;0.108108108108;[ROSANE];1;0;2;0.5;[ROSAINE, ROSANA, ROSANE, ROSANI, ROSEANA, ROZINA];2;4;1;0.444444444444;[ROSANA, ROSANE, ROSANI];1;2;2;0.333333333333;[ROSANI, ROSANA, ROSANE];1;2;2;0.333333333333
ROSELANE;ROSELANE,ROSELENE,ROSILENE;[ROSELANE];1;0;2;0.5;[ROSELANE];1;0;2;0.5;[ROSALINA, ROSELANE, ROSELENE, ROSILENE];3;1;0;0.857142857143;[ROSALINA, ROSELANE, ROSELENE, ROSILENE];3;1;0;0.857142857143;[ROSELANE];1;0;2;0.5;[ROSALINA, ROSELANE, ROSELENE, ROSILENE];3;1;0;0.857142857143;[ROSELANE, ROSELENE, ROSILENE];3;0;0;1.0;[ROSELENE, ROSELANE, ROSILENE];3;0;0;1.0
ROSELI;ROSELI,ROSELY,ROSELYS,ROSALY;[ROSELI, ROSELIA];1;1;3;0.333333333333;[ROSELI, ROSELIA];1;1;3;0.333333333333;[RAQUEL, ROSALIA, ROSALY, ROSELI, ROSELIA, ROSELY, ROSILEIA];3;4;1;0.545454545455;[ALCIRA, ALCIRIO, ALZIRA, ALZIRO, ELIZIARIO, ELSUILA, ELZIRA, LEOZILIO, LUCELIA, LUCILA, LUCILIA, LUCILIO, ROSALIA, ROSALY, ROSELI, ROSELIA, ROSELY, ROSELYS, ROSILEIA];4;15;0;0.347826086957;[ROSELI, ROSELY, ROSELYS];3;0;1;0.857142857143;[ROSALIA, ROSALY, ROSELI, ROSELIA, ROSELY, ROSILEIA];3;3;1;0.6;[ROSELI, ROSELY];2;0;2;0.666666666667;[ROSELI, ROSELY];2;0;2;0.666666666667
ROSEMERI;ROSEMARY,ROSEMERI,ROSEMARIE,ROSEMARI,ROZIMERE,ROSIMARY,ROSEMIRE;[ROSEMERI];1;0;6;0.25;[ROSEMERI];1;0;6;0.25;[ROSEMARI, ROSEMARIE, ROSEMARY, ROSEMERI, ROSEMIRE, ROSIMARY, ROZAMARIA, ROZIMERE];7;1;0;0.933333333333;[ALESSANDRA, ALESSANDRO, ALEXANDRA, ALEXANDRE, ALEXSANDRO, ALZENIRA, ROSEMARI, ROSEMARIE, ROSEMARY, ROSEMERI, ROSEMIRE, ROSENILIA, ROSIMARY, ROZAMARIA, ROZIMERE];7;8;0;0.636363636364;[ROSEMERI];1;0;6;0.25;[ROSEMARI, ROSEMARIE, ROSEMARY, ROSEMERI, ROSEMIRE, ROSIMARY, ROZAMARIA, ROZIMERE];7;1;0;0.933333333333;[ROSEMARI, ROSEMARY, ROSEMERI, ROSIMARY];4;0;3;0.727272727273;[ROSEMERI, ROSEMARY, ROSEMARI, ROSIMARY];4;0;3;0.727272727273
ROSILEIA;ROSELIA, ROSILEIA;[ROSILEIA];0;1;2;0.0;[ROSILEIA];0;1;2;0.0;[RAQUEL, ROSALIA, ROSALY, ROSELI, ROSELIA, ROSELY, ROSILEIA];1;6;1;0.222222222222;[ALCIRA, ALCIRIO, ALZIRA, ALZIRO, ELIZIARIO, ELSUILA, ELZIRA, LEOZILIO, LUCELIA, LUCILA, LUCILIA, LUCILIO, ROSALIA, ROSALY, ROSELI, ROSELIA, ROSELY, ROSELYS, ROSILEIA];1;18;1;0.0952380952381;[ROSILEIA];0;1;2;0.0;[ROSALIA, ROSALY, ROSELI, ROSELIA, ROSELY, ROSILEIA];1;5;1;0.25;[ERCILIA, ROSALIA, ROSELIA, ROSILEIA];1;3;1;0.333333333333;[ROSALIA, ROSILEIA, ROSELIA];1;2;1;0.4
RUBENS;RUBENS,RUBEM,ROBENS;[RUBEM, RUBENS];2;0;1;0.8;[RUBENS];1;0;2;0.5;[ROBENS, RUBENS];2;0;1;0.8;[ALBENIR, ALBENY, ALBINA, ALBINO, LIOBANO, ROBENS, RUBENS];2;5;1;0.4;[RUBENS];1;0;2;0.5;[ROBENS, RUBENS];2;0;1;0.8;[RUBENS];1;0;2;0.5;[RUBENS];1;0;2;0.5
RUTE;RUTE,RUTH,RUTHE;[RUTE];1;0;2;0.5;[RUTE];1;0;2;0.5;[RITA, RUTE, RUTH, RUTHE];3;1;0;0.857142857143;[ALEILTON, ALERTON, ALILTON, ARILTO, ARILTON, ARIOSTO, ARISTEU, ARISTON, ARLETE, ARLETH, ARLETTE, ARYETHI, ARYLTON, AURITO, ELIETE, ELITA, ELITO, ELYETTE, ERASTO, ERLITO, HUELITON, LAERT, LAERTE, LAIRTON, LAURITA, LAURITO, LOESTER, ORESTE, ORESTES, RITA, ROLISTOM, RUTE, RUTH, RUTHE];3;31;0;0.162162162162;[RUTE, RUTHE];2;0;1;0.8;[RITA, RUTE, RUTH, RUTHE];3;1;0;0.857142857143;[RUTE];1;0;2;0.5;[RUTE, RUTHE];2;0;1;0.8
