BUSCA;Resultado Esperado;RSLP;ACRSLP;FPRSLP;FNRSLP;F1RSLP;SNOW;ACSNOW;FPSNOW;FNSNOW;F1SNOW;CHAVESOUNDEX;ACCHAVESOUNDEX;FPCHAVESOUNDEX;FNCHAVESOUNDEX;F1CHAVESOUNDEX;BUSCABR_SEM_VOGAL;ACBUSCABRSV;FPBUSCABRSV;FNBUSCABRSV;F1BUSCABRSV;BUSCABR;ACBUSCABR;FPBUSCABR;FNBUSCABR;F1BUSCABR;METAPHONEBR;ACMETAPHONEBR;FPMETAPHONEBR;FNMETAPHONEBR;F1METAPHONEBR;ROBERTO;ACROBERTO;FPROBERTO;FNROBERTO;F1ROBERTO
INACIO;INACIO,IGNACIO;[INACIO];1;0;1;0.666666666667;[INACIO];1;0;1;0.666666666667;[INACIO, INES, INEZ, INIS];1;3;1;0.333333333333;[AMANCIO, ANDERSON, ANESIO, ANEZIO, ANICIO, ANISIO, ANIZIO, EMERSON, ENDERSON, ENEUZA, HEMERSOM, IGNACIO, INACIO, MARCEL, MARCIA, MARCIAL, MARCIO, MÁRCIO, MECIAS, MERCES, MESSIAS, MICHAEL, MISAEL, MOACIR, MOACYR, MOISES, MOYSES, MUCIO, NARCISA, NARCISO, NEUSA, NEUZA, NISIA, NISUS, NIZIA, ONESIO, ONICIO];2;35;0;0.102564102564;[IGNACIO, INACIO];2;0;0;1.0;[INACIO, INES, INEZ, INIS];1;3;1;0.333333333333;[ANESIO, ANEZIO, ANICIO, ANISIO, ANIZIO, INACIO, ONESIO, ONICIO];1;7;1;0.2
INES;INES,INEZ,IGNES,IGNEZ,ENES;[INEIDA, INES];1;1;4;0.285714285714;[INES];1;0;4;0.333333333333;[INACIO, INES, INEZ, INIS];2;2;3;0.444444444444;[AGMAR, AMANDA, AMIL, AMIR, ANA, ANAEL, ANAIR, ANANIAS, ANAYR, ANDONIOS, ANNA, EMANOEL, EMANUEL, EMMANOEL, ENE, ENEAS, ENES, ENI, ENIO, ENIR, ENNIO, ENOI, ENOS, ENY, EUMENES, EUNICE, IGNES, IGNEZ, INES, INEZ, INIS, IOMAR, IONE, MAGNA, MAGNO, MAIL, MANOEL, MANUEL, MANY, MAX, NAHUR, NAIR, NAME, NANCE, NANCY, NEEMIAS, NEHEMIAS, NEI, NEIMAR, NENIS, NERCI, NERCY, NEY, NICE, NINIO, NOE, NOEL, NOEME, NOEMEA, NOEMI, NOEMIA, NOEMIO, NUNO, OMAR, ONAIR, ONDINA, ONIAS];5;62;0;0.138888888889;[IGNES, IGNEZ, INES, INEZ];4;0;1;0.888888888889;[INACIO, INES, INEZ, INIS];2;2;3;0.444444444444;[INES, INEZ, INIS];2;1;3;0.5
IOLANDA;IOLANDA,YOLANDA;[IOLANDA];1;0;1;0.666666666667;[IOLANDA];1;0;1;0.666666666667;[IOLANDA];1;0;1;0.666666666667;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];2;128;0;0.030303030303;[IOLANDA, YOLANDA];2;0;0;1.0;[IOLANDA, YOLANDA];2;0;0;1.0;[IOLANDA, YOLANDA];2;0;0;1.0
IRACY;IRACI,IRACY;[IRACY];1;0;1;0.666666666667;[IRACY];1;0;1;0.666666666667;[IRACI, IRACY, IRIS];2;1;0;0.8;[AELIO, ALAIR, ALAN, ALAOR, ALAYR, ALCI, ALCY, ALEX, ALICE, ALIRIO, ALLAN, ALOIR, ALY, ARACY, ARI, ARIELA, ARIM, ARLECE, ARLELON, ARLEY, ARLI, ARLY, ARON, ARY, AUIRES, AURA, AUREA, AURELIO, AUREO, AURIELES, AURORA, AYRES, ELCI, ELCY, ELI, ELIAS, ELIEL, ELIO, ELIR, ELOA, ELOI, ELOIR, ELOY, ELY, ERELCY, ERILIO, ERLI, ERLICE, ERLY, ERON, EULALIA, EULALIO, EULER, EURA, EURO, HELES, HELIA, HELIO, HÉLIO, HELY, HERIO, HERON, HIELEM, HILARIO, IARA, ILARIO, IRACI, IRACY, IRAN, IRIA, IRIS, IRON, LACI, LACY, LAHYR, LAILA, LAIR, LAIZ, LARRY, LARY, LAUCI, LAURA, LAURECI, LAURO, LAYRO, LEA, LÉA, LECY, LEILA, LEIR, LELES, LIA, LILIA, LIRIA, LIRIO, LIZ, LOACY, LUACY, LUAN, LUCI, ...];2;113;0;0.034188034188;[IRACI, IRACY, IRAN];2;1;0;0.8;[IRACI, IRACY, IRIS];2;1;0;0.8;[IRACI, IRACY, IRIS];2;1;0;0.8
IRANI;IRANI,IRANY;[IRAN, IRANI];1;1;1;0.5;[IRAN, IRANI];1;1;1;0.5;[IRAN, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRNA, IRON];2;7;0;0.363636363636;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];2;128;0;0.030303030303;[IRANI, IRANY];2;0;0;1.0;[IRANI, IRANY, IRENE, IRENI, IRINEA, IRNA];2;4;0;0.5;[IRAN, IRANI, IRANY, IRENE, IRENI, IRNA, IRON];2;5;0;0.444444444444
IRENI;IRENI,IRENE,ERENI;[IRENE, IRENI];2;0;1;0.8;[IRENE, IRENI];2;0;1;0.8;[IRAN, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRNA, IRON];2;7;1;0.333333333333;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];3;127;0;0.0451127819549;[IRENI];1;0;2;0.5;[IRANI, IRANY, IRENE, IRENI, IRINEA, IRNA];2;4;1;0.444444444444;[IRAN, IRANI, IRANY, IRENE, IRENI, IRNA, IRON];2;5;1;0.4
ISABEL;ISABEL,IZABEL;[ISABEL];1;0;1;0.666666666667;[ISABEL];1;0;1;0.666666666667;[ISABEL, IZABEL];2;0;0;1.0;[EUZEBIO, ISABEL, IZABEL];2;1;0;0.8;[ISABEL, IZABEL];2;0;0;1.0;[ISABEL, IZABEL];2;0;0;1.0;[ISABEL, IZABEL];2;0;0;1.0
ISAIAS;ISAIAS,IZAIAS;[ISA, ISAIAS];1;1;1;0.5;[ISA, ISAIAS];1;1;1;0.5;[IACY, ISA, ISAC, ISAIAS, ISE, IZA, IZAIAS, IZO];2;6;0;0.4;[ACIR, AECIO, ASSIS, AZIS, AZIZ, AZIZA, CECY, CERSON, CESAR, CEZAR, ECIO, EUZI, EZIO, IACYN, ISA, ISAIAS, ISE, IZA, IZAIAS, IZO, OSEAS, OSEIAS, OZAIAS, OZEAS, OZIAS, SAUL, XERXES, YASUO, ZIEL, ZIZO];2;28;0;0.125;[ISAIAS, IZAIAS];2;0;0;1.0;[ISAIAS, IZAIAS];2;0;0;1.0;[ISAIAS, IZAIAS, OSEIAS, OZAIAS];2;2;0;0.666666666667
ISALTINO;ISALTINO,IZALTINO,EXALTINO;[ISALTINO];1;0;2;0.5;[ISALTINO];1;0;2;0.5;[ISALTINO, IZALTINA, IZALTINO, IZILDINHA];2;2;1;0.571428571429;[EXALTINA, EXALTINO, ISALTINO, IZALTINA, IZALTINO];3;2;0;0.75;[ISALTINO, IZALTINO];2;0;1;0.8;[ISALTINO, IZALTINA, IZALTINO];2;1;1;0.666666666667;[ISALTINO, IZALTINO];2;0;1;0.8
ISAURA;IZAURA,ISAURA;[ISAURA];1;0;1;0.666666666667;[ISAURA];1;0;1;0.666666666667;[IGOR, IJAIR, ISAURA, IZAURA];2;2;0;0.666666666667;[ACHILLES, CECILIA, CECILIO, CELI, CELIA, CELIO, CELIS, CELY, CESARIO, CHARLES, CICERA, CICERO, CICILIA, CILAS, CILEIA, CILON, CIRILO, CIRO, CYRIO, CYRO, ECILA, ERCILIA, ERCILIO, ERZOIRES, HERCILIO, ISAURA, ISLAYR, ISRAEL, IZAURA, OSELIAS, OSORIA, OZORIO, SARA, SAULO, SHEILA, SHERLIS, SHIRLEI, SHIRLEY, SIARA, SILAS, SILLAS, SOLON, SORAYA, SUELI, SUELY, UZILIA, ZAIRA, ZARLY, ZELIA, ZÉLIA, ZELY, ZILA, ZILAH, ZULLY];2;52;0;0.0714285714286;[ISAURA, IZAURA];2;0;0;1.0;[ISAURA, IZAURA];2;0;0;1.0;[ISAURA, IZAURA];2;0;0;1.0
IVAN;IVAM,IVAN,;[IVAN, IVANI, IVANIR, IVANOR];1;3;2;0.285714285714;[IVAN, IVANI, IVANIR];1;2;2;0.333333333333;[IVAM, IVAN, IVANI, IVANY, IVONE];2;3;1;0.5;[EVA, IEVE, IVA, IVAM, IVAN, IVAR, IVO, OYVAL, VIVIAN, YVES];2;8;1;0.307692307692;[IVA, IVAM, IVAN, IVAR];2;2;1;0.571428571429;[IVAM, IVAN];2;0;1;0.8;[IVAN];1;0;2;0.5
IVANI;IVANI,IVANY;[IVAN, IVANI, IVANIR, IVANOR];1;3;1;0.333333333333;[IVAN, IVANI, IVANIR];1;2;1;0.4;[IVAM, IVAN, IVANI, IVANY, IVONE];2;3;0;0.571428571429;[AVANI, AVANY, AVENIR, EVANDINO, EVANDO, IVANI, IVANIL, IVANIR, IVANOR, IVANY, IVONE, VAGNER, VANDA, VANDEIR, VANDER, VANDIR, VANI, VANIA, VANIO, VENINA, WAGNER, WANDA, WANDER, WANDERCY, WANIA, WANOR, WENDEL, WENDER, YOVONE, YVONICE];2;28;0;0.125;[IVANI, IVANIL, IVANIR, IVANY];2;2;0;0.666666666667;[IVANI, IVANY, IVONE, YOVONE];2;2;0;0.666666666667;[AVANI, AVANY, IVANI, IVANY, VANI];2;3;0;0.571428571429
IVETE;IVETTE,IVETE,IVETH,YVETE,YVETTE;[IVETE];1;0;4;0.333333333333;[IVETE];1;0;4;0.333333333333;[IVETE, IVETH, IVETTE];3;0;2;0.75;[EVERTON, EWERTON, HEVERTON, IVETE, IVETH, IVETTE, VALTAIR, VALTER, VALTUIR, VARTEIR, VICTO, VICTOR, VITAL, VITOR, WALTER, WALTHER, WELTON, WERTHER, WEVERTON, WILTON, YVETE, YVETTE];5;17;0;0.37037037037;[IVETE, IVETTE, YVETE, YVETTE];4;0;1;0.888888888889;[IVETE, IVETH, YVETE];3;0;2;0.75;[IVETE, IVETTE, YVETE, YVETTE];4;0;1;0.888888888889
YVONE;IVONE,YOVONE;[YVONICE];0;1;2;0.0;[];0;0;2;0.0;[YOVONE];1;0;1;0.666666666667;[AVANI, AVANY, AVENIR, EVANDINO, EVANDO, IVANI, IVANIL, IVANIR, IVANOR, IVANY, IVONE, VAGNER, VANDA, VANDEIR, VANDER, VANDIR, VANI, VANIA, VANIO, VENINA, WAGNER, WANDA, WANDER, WANDERCY, WANIA, WANOR, WENDEL, WENDER, YOVONE, YVONICE];2;28;0;0.125;[IVONE];1;0;1;0.666666666667;[IVANI, IVANY, IVONE, YOVONE];2;2;0;0.666666666667;[IVONE, YOVONE];2;0;0;1.0
JANETE;JANETE,JEANETE;[JANETE];1;0;1;0.666666666667;[JANETE];1;0;1;0.666666666667;[JANETE, JEANETE, JOANITA];2;1;0;0.8;[GENILTON, GENITA, GENTIL, JANETE, JEANETE, JHONATAN, JOANITA, JONATAN, JONATAS, JONATHAS];2;8;0;0.333333333333;[JANETE];1;0;1;0.666666666667;[GENITA, JANETE, JEANETE, JOANITA];2;2;0;0.666666666667;[JANETE];1;0;1;0.666666666667
JAQUES;JAQUES,JACQUES;[JAQUES];1;0;1;0.666666666667;[JAQUES];1;0;1;0.666666666667;[JACI, JACO, JACQUES, JACY, JAIZA, JAQUES, JESSE, JESSI, JESSICA, JESSIE, JESSY, JESUS, JEZIO, JOACI, JOAZ, JOSE, JOSÉ, JOSIAS, JOSSY, JOSUE];2;18;0;0.181818181818;[JACO, JACQUES, JAQUES, JOAQUIM];2;2;0;0.666666666667;[JACQUES, JAQUES];2;0;0;1.0;[JACQUES, JAQUES];2;0;0;1.0;[JACQUES, JAQUES];2;0;0;1.0
JEFERSON;JEFERSON,JEFFERSON;[JEFERSON];1;0;1;0.666666666667;[JEFERSON];1;0;1;0.666666666667;[JEFERSON, JEFFERSON];2;0;0;1.0;[JEFERSON, JEFFERSON];2;0;0;1.0;[JEFERSON, JEFFERSON];2;0;0;1.0;[JEFERSON];1;0;1;0.666666666667;[JEFERSON, JEFFERSON];2;0;0;1.0
JEOVA;JEOVA,JEOVAH,JEHOVAH;[JEOVA];1;0;2;0.5;[JEOVA];1;0;2;0.5;[JEHOVAH, JEOVA, JEOVAH, JOBIO];3;1;0;0.857142857143;[GEOVAM, JEHOVAH, JEOVA, JEOVAH, JOVEM];3;2;0;0.75;[JEHOVAH, JEOVA, JEOVAH];3;0;0;1.0;[JEHOVAH, JEOVA, JEOVAH];3;0;0;1.0;[JEOVA];1;0;2;0.5
JERONIMO;GERONIMO,JERONIMO;[JERONIMO];1;0;1;0.666666666667;[JERONIMO];1;0;1;0.666666666667;[JERINO, JERONIMO, JUARINA];1;2;1;0.4;[ANGELINA, ANGELINO, GERONIMO, GILENE, GILMA, GILMAR, JEREMIAS, JERINO, JERONIMO, JOLMIR, JUARINA, JULIANA, JULIANE, JURANDI, JURANDIR, JURANDY, JURANDYR, JUREMAR];2;16;0;0.2;[JERONIMO];1;0;1;0.666666666667;[GERONIMO, JERONIMO];2;0;0;1.0;[GERONIMO, JERONIMO];2;0;0;1.0
JERTRUDES;GERTRUDES;[];0;0;1;0.0;[];0;0;1;0.0;[];0;0;1;0.0;[GERTRUDES];1;0;0;1.0;[];0;0;1;0.0;[GERTRUDES];1;0;0;1.0;[GERTRUDES];1;0;0;1.0
JESSE;JESSE,JESSI,JESSY,JESSIE,GESSI,GESSY,GECE;[JESSE, JESSI, JESSICA];2;1;5;0.4;[JESSE, JESSI];2;0;5;0.444444444444;[JACI, JACO, JACQUES, JACY, JAIZA, JAQUES, JESSE, JESSI, JESSICA, JESSIE, JESSY, JESUS, JEZIO, JOACI, JOAZ, JOSE, JOSÉ, JOSIAS, JOSSY, JOSUE];4;16;3;0.296296296296;[GECYR, GERSON, GESI, GESO, GESSI, GESSY, GEYZON, GISON, JACIR, JACYL, JACYR, JAHASIEL, JAIZA, JASON, JASSEN, JEISON, JESSE, JESSI, JESSIE, JESSY, JESUS, JEZIEL, JEZIO, JOSE, JOSÉ, JOSIAS, JOSIR, JOSSY, JOSUE, JUACIR];6;24;1;0.324324324324;[JESSE];1;0;6;0.25;[GECE, GESSI, GESSY, JACI, JACY, JESSE, JESSI, JESSIE, JESSY, JOACI, JOAZ, JOSSY];7;5;0;0.736842105263;[GECE, GESI, GESO, GESSI, GESSY, JESSE, JESSI, JESSY];6;2;1;0.8
JONATAS;JONATAN,JONATAS,JONATHAS,JHONATAN;[JONATAS];1;0;3;0.4;[JONATAS];1;0;3;0.4;[JONATAS, JONATHAS];2;0;2;0.666666666667;[GENILTON, GENITA, GENTIL, JANETE, JEANETE, JHONATAN, JOANITA, JONATAN, JONATAS, JONATHAS];4;6;0;0.571428571429;[JHONATAN, JONATAN, JONATAS, JONATHAS];4;0;0;1.0;[JONATAS, JONATHAS];2;0;2;0.666666666667;[JONATAS];1;0;3;0.4
JOSEFA;JOSEFA,JOSEPHA;[JOSEFA];1;0;1;0.666666666667;[JOSEFA];1;0;1;0.666666666667;[JOSEFA, JOSEPHA];2;0;0;1.0;[JOSEFA, JOSEPHA];2;0;0;1.0;[JOSEFA, JOSEPHA];2;0;0;1.0;[JOSEFA];1;0;1;0.666666666667;[JOSEFA];1;0;1;0.666666666667
JUDITE;JUDITE,JUDITH;[JUDITE];1;0;1;0.666666666667;[JUDITE];1;0;1;0.666666666667;[JAETE, JUDITE, JUDITH];2;1;0;0.8;[JUDITE, JUDITH];2;0;0;1.0;[JUDITE];1;0;1;0.666666666667;[JUDITE, JUDITH];2;0;0;1.0;[JUDITE];1;0;1;0.666666666667
JOSENETE;JOSENETH;[];0;0;1;0.0;[];0;0;1;0.0;[JACINTHA, JACINTO, JOSENETH, JUCINEIDE];1;3;0;0.4;[JACINTHA, JACINTO, JOSENETH];1;2;0;0.5;[];0;0;1;0.0;[JOSENETH];1;0;0;1.0;[];0;0;1;0.0
JURANDIR;JURANDI,JURANDIR,JURANDYR,JURANDY;[JURANDI, JURANDIR];2;0;2;0.666666666667;[JURANDI, JURANDIR];2;0;2;0.666666666667;[JURANDIR, JURANDYR];2;0;2;0.666666666667;[ANGELINA, ANGELINO, GERONIMO, GILENE, GILMA, GILMAR, JEREMIAS, JERINO, JERONIMO, JOLMIR, JUARINA, JULIANA, JULIANE, JURANDI, JURANDIR, JURANDY, JURANDYR, JUREMAR];4;14;0;0.363636363636;[JURANDI, JURANDIR, JURANDY, JURANDYR];4;0;0;1.0;[JURANDIR, JURANDYR];2;0;2;0.666666666667;[JURANDIR, JURANDYR];2;0;2;0.666666666667
JONY;JONY,JHONNY;[JONY];1;0;1;0.666666666667;[JONY];1;0;1;0.666666666667;[JAIME, JANAINA, JANE, JANINE, JANIO, JAYME, JAYNE, JEAN, JENNY, JHONNY, JOANA, JOANINHA, JOHANN, JONY, JOYNE, JUAN, JUANA, JUNE, JUNIA, JUNIO];2;18;0;0.181818181818;[AGENOR, AJMAR, EUGENIO, GEMINIANO, GENECY, GENES, GENI, GENIL, GENUINO, GENY, GEORGINA, GIONE, JAIME, JAMES, JAMIR, JAMYR, JANAINA, JANDIR, JANE, JANINE, JANIO, JAYME, JAYNE, JENNER, JENNY, JHONNY, JOANA, JOANES, JOANICE, JOANINHA, JOHANN, JOMIR, JONAS, JONES, JONY, JOYNE, JUANA, JUNE, JUNIA, JUNIO, JUNIOR];2;39;0;0.093023255814;[JHONNY, JOMIR, JONY];2;1;0;0.8;[GENI, GENY, GIONE, JANE, JANIO, JAYNE, JENNY, JHONNY, JOANA, JONY, JOYNE, JUANA, JUNE, JUNIA, JUNIO];2;13;0;0.235294117647;[JONY];1;0;1;0.666666666667
LACI;LACI,LACY;[LACI];1;0;1;0.666666666667;[LACI];1;0;1;0.666666666667;[LACI, LACY, LAIZ, LAUCI, LECIO, LECY, LEISE, LESIA, LEUSA, LEZIO, LIZ, LOACY, LUACY, LUCAS, LUCI, LUCIA, LUCIO, LUCY, LUIS, LUISA, LUIZ, LUIZA, LUSIA, LUZIA, LYGIA];2;23;0;0.148148148148;[AELIO, ALAIR, ALAN, ALAOR, ALAYR, ALCI, ALCY, ALEX, ALICE, ALIRIO, ALLAN, ALOIR, ALY, ARACY, ARI, ARIELA, ARIM, ARLECE, ARLELON, ARLEY, ARLI, ARLY, ARON, ARY, AUIRES, AURA, AUREA, AURELIO, AUREO, AURIELES, AURORA, AYRES, ELCI, ELCY, ELI, ELIAS, ELIEL, ELIO, ELIR, ELOA, ELOI, ELOIR, ELOY, ELY, ERELCY, ERILIO, ERLI, ERLICE, ERLY, ERON, EULALIA, EULALIO, EULER, EURA, EURO, HELES, HELIA, HELIO, HÉLIO, HELY, HERIO, HERON, HIELEM, HILARIO, IARA, ILARIO, IRACI, IRACY, IRAN, IRIA, IRIS, IRON, LACI, LACY, LAHYR, LAILA, LAIR, LAIZ, LARRY, LARY, LAUCI, LAURA, LAURECI, LAURO, LAYRO, LEA, LÉA, LECY, LEILA, LEIR, LELES, LIA, LILIA, LIRIA, LIRIO, LIZ, LOACY, LUACY, LUAN, LUCI, ...];2;113;0;0.034188034188;[LACI, LACY];2;0;0;1.0;[HELCIO, HELES, LACI, LACY, LAIZ, LECIO, LECY, LIZ, LOACY, LUACY, LUCI, LUCIA, LUCIO, LUCY, LUIS, LUIZ];2;14;0;0.222222222222;[LACI, LACY];2;0;0;1.0
LAERCIO;LAERCIO,LAERSON;[LAERCIO];1;0;1;0.666666666667;[LAERCIO];1;0;1;0.666666666667;[LAERCIO, LAURECI];1;1;1;0.5;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];2;83;0;0.0459770114943;[LAERCIO, LAERSON];2;0;0;1.0;[CLARICE, CLORIS, LAERCIO];1;2;1;0.4;[LAERCIO];1;0;1;0.666666666667
LAERTE;LAERT,LAERTE;[LAERT, LAERTE];2;0;0;1.0;[LAERT, LAERTE];2;0;0;1.0;[LAERT, LAERTE, LAURITA, LAURITO];2;2;0;0.666666666667;[ALEILTON, ALERTON, ALILTON, ARILTO, ARILTON, ARIOSTO, ARISTEU, ARISTON, ARLETE, ARLETH, ARLETTE, ARYETHI, ARYLTON, AURITO, ELIETE, ELITA, ELITO, ELYETTE, ERASTO, ERLITO, HUELITON, LAERT, LAERTE, LAIRTON, LAURITA, LAURITO, LOESTER, ORESTE, ORESTES, RITA, ROLISTOM, RUTE, RUTH, RUTHE];2;32;0;0.111111111111;[LAERTE];1;0;1;0.666666666667;[LAERT, LAERTE];2;0;0;1.0;[LAERTE];1;0;1;0.666666666667
LOURIVAL;LOURIVAL,LORIVAL;[LOURIVAL];1;0;1;0.666666666667;[LOURIVAL];1;0;1;0.666666666667;[LORIVAL, LOURIVAL];2;0;0;1.0;[ALVES, ALVIM, ELVES, ELVIO, HARVEY, HELVIO, HERVAL, LEVI, LEVY, LIVIO, LORIVAL, LOURIVAL, OLAVIA, OLAVIO, OLAVO, OLIVAL, OLIVIA, OLIVIO, ORIVAL, RIVAIL];2;18;0;0.181818181818;[LOURIVAL];1;0;1;0.666666666667;[LOURIVAL];1;0;1;0.666666666667;[LOURIVAL];1;0;1;0.666666666667
LUIS;LUIS,LUIZ;[LUIS];1;0;1;0.666666666667;[LUIS, LUISA];1;1;1;0.5;[LACI, LACY, LAIZ, LAUCI, LECIO, LECY, LEISE, LESIA, LEUSA, LEZIO, LIZ, LOACY, LUACY, LUCAS, LUCI, LUCIA, LUCIO, LUCY, LUIS, LUISA, LUIZ, LUIZA, LUSIA, LUZIA, LYGIA];2;23;0;0.148148148148;[AELIO, ALAIR, ALAN, ALAOR, ALAYR, ALCI, ALCY, ALEX, ALICE, ALIRIO, ALLAN, ALOIR, ALY, ARACY, ARI, ARIELA, ARIM, ARLECE, ARLELON, ARLEY, ARLI, ARLY, ARON, ARY, AUIRES, AURA, AUREA, AURELIO, AUREO, AURIELES, AURORA, AYRES, ELCI, ELCY, ELI, ELIAS, ELIEL, ELIO, ELIR, ELOA, ELOI, ELOIR, ELOY, ELY, ERELCY, ERILIO, ERLI, ERLICE, ERLY, ERON, EULALIA, EULALIO, EULER, EURA, EURO, HELES, HELIA, HELIO, HÉLIO, HELY, HERIO, HERON, HIELEM, HILARIO, IARA, ILARIO, IRACI, IRACY, IRAN, IRIA, IRIS, IRON, LACI, LACY, LAHYR, LAILA, LAIR, LAIZ, LARRY, LARY, LAUCI, LAURA, LAURECI, LAURO, LAYRO, LEA, LÉA, LECY, LEILA, LEIR, LELES, LIA, LILIA, LIRIA, LIRIO, LIZ, LOACY, LUACY, LUAN, LUCI, ...];2;113;0;0.034188034188;[LUIS, LUIZ, RUI, RUY];2;2;0;0.666666666667;[HELCIO, HELES, LACI, LACY, LAIZ, LECIO, LECY, LIZ, LOACY, LUACY, LUCI, LUCIA, LUCIO, LUCY, LUIS, LUIZ];2;14;0;0.222222222222;[LUIS, LUIZ];2;0;0;1.0
